,lat,lng
868,35.544308,-87.87751
870,44.454815,-106.87421
872,3.3867776,36.003304
873,37.959476,-84.016
874,38.189842,-86.130455
876,40.25299,-75.06738
877,37.85766,-80.76112
881,37.170834,-93.82374
883,39.248013,-85.5347
885,43.93517,-101.562225
886,33.16888,-97.26544
893,40.58676,-85.56265
894,38.32127,-85.051865
896,36.74118,-102.71336
897,40.530914,-102.56031
898,23.71459,24.75124
899,39.806965,-91.48751
901,36.511124,-87.98929
902,41.392754,-107.323364
904,37.472694,-82.213486
905,40.17464,-85.68559
908,36.709694,-85.38998
909,45.1254,-118.02908
910,38.749866,-94.842445
911,20.99746,-76.21992
912,38.838276,-89.175514
913,34.841843,-91.689514
916,39.317245,-75.07833
917,34.94704,-91.571625
918,39.1369,-91.11304
920,38.11815,-76.4749
921,16.307411,33.11885
923,35.4504,-83.42618
924,37.523285,-98.09649
927,35.52581,-88.12765
928,37.959988,-78.063126
929,33.528477,-95.3661
930,37.593254,-81.71082
933,37.631207,-81.42189
934,18.7061,16.343937
937,35.20462,-90.232285
939,34.378273,-79.60029
941,33.185673,-100.690796
942,40.21545,-108.336426
943,40.44842,-3.997957
944,42.571075,22.309555
945,36.256298,-85.59332
946,38.84545,-91.79575
950,40.362823,-102.854935
952,48.62049,-55.461
953,34.37214,-86.62214
956,38.065006,-82.33575
957,39.783886,-89.70082
961,39.583683,-75.11518
963,33.652477,-102.08699
966,37.069656,-96.85108
967,33.571407,-91.1084
968,38.600224,-89.11437
969,40.591244,-105.0561
970,37.017345,-83.83045
972,35.92443,-88.07077
973,39.288757,-86.20885
975,37.391174,-83.04435
976,38.928707,-78.28818
977,34.66917,-92.90747
978,39.8395,-81.32573
979,41.81609,-88.07924
980,39.394253,-74.98788
981,40.29184,-95.336845
983,37.692387,-81.01442
985,40.0935,-100.58913
986,37.183792,-84.44738
988,37.726967,-92.65319
989,31.10083,-83.85648
990,16.207611,-6.2889557
993,33.67615,-101.8948
995,35.721176,-90.4875
996,40.69046,-122.52127
997,39.05509,-78.27951
998,35.274353,-89.95577
1000,36.501225,-86.16085
1001,39.05001,-77.62486
1002,39.211193,-90.59934
1004,37.221123,-83.59219
1007,35.51297,-88.52413
1009,40.52166,-80.36019
1010,39.978992,-89.58617
1011,39.977455,-76.877495
1012,34.63835,-106.86979
1014,39.185005,-85.343254
1016,31.481108,4.2885423
1017,36.375656,-86.45894
1018,41.08284,-86.27879
1020,36.91345,-97.115
1021,42.61226,-109.58462
1022,39.823338,-76.33662
1023,37.585915,-83.63282
1024,37.431236,-82.8942
1025,42.027813,-122.41284
1026,38.085075,-84.81289
1027,40.15922,-79.76638
1028,51.224945,47.100056
1030,39.995693,-82.49008
1031,-14.572007,-61.713474
1032,37.415283,-81.920876
1033,40.060116,-98.72111
1034,37.644966,-81.562614
1036,39.99688,-85.29952
1038,33.96807,6.268175
1040,40.662586,-113.96404
1042,40.048203,-113.42302
1043,39.495453,-86.18903
1044,36.545326,-95.01827
1046,37.72128,-81.31136
1047,42.431377,-104.922844
1048,40.447865,-104.26666
1051,41.302853,-115.183304
1053,39.270134,-86.11198
1054,38.730824,-85.82579
1056,43.261414,-114.85018
1058,39.84532,-93.36685
1059,34.51118,-104.570335
1060,45.276203,-69.44048
1061,43.704754,-100.70567
1062,40.835365,-89.88392
1063,39.813263,-77.05518
1064,41.368793,-100.012886
1065,25.578302,43.11803
1066,39.946342,-74.91002
1067,43.369297,-96.55755
1068,39.76881,-88.34204
1069,36.66918,-101.03865
1070,40.96926,-91.34039
1071,43.857582,11.350378
1072,39.77859,-75.98302
1073,41.673363,-77.80196
1074,39.56163,-86.33164
1077,34.896675,-94.556854
1078,37.555603,-81.208305
1079,38.689423,-86.73447
1080,38.196865,-84.922356
1082,32.49536,-93.84325
1085,39.651657,-83.097046
1086,40.086853,-87.54792
1088,37.521492,-83.03416
1090,40.19377,-82.93023
1091,31.479357,-90.58652
1093,40.173824,-87.38339
1094,39.4163,-86.59577
1097,37.76575,-77.69134
1098,36.877678,-87.37267
1099,40.862385,-108.71788
1100,50.87764,-56.03556
1101,39.695015,-86.63569
1105,35.33111,-109.3711
1107,29.733786,-91.7515
1108,36.512978,-83.8361
1109,36.053158,-111.53221
1111,41.22834,-88.71515
1112,35.56357,-110.42829
1113,37.029663,-85.46869
1116,40.64211,-90.26036
1117,36.413696,-82.50572
1118,41.166775,-89.13301
1119,41.36177,-93.198685
1121,39.426353,-93.64113
1123,37.053135,-90.09652
1124,47.06644,-55.31116
1126,40.87561,-81.20682
1127,38.564766,-84.01303
1128,35.7551,-89.054146
1129,42.217484,-72.78267
1130,36.89973,-86.02638
1131,37.330788,-83.62439
1134,35.38444,-90.87
1135,38.097176,-87.27243
1138,36.22341,-86.13817
1139,36.28875,-87.28712
1140,39.090622,-89.2197
1143,47.116993,-53.962734
1145,40.786182,-92.097275
1147,40.330914,-102.7758
1150,40.55595,-85.51694
1151,39.86647,-85.30885
1152,35.489704,-85.01173
1153,39.518147,-74.80522
1154,43.74756,-109.97648
1155,18.952131,42.87098
1156,38.73162,-78.80426
1157,36.72456,-87.1506
1159,38.413067,-83.30761
1160,36.226967,-83.68405
1163,40.797123,-99.63507
1164,37.429462,-81.58602
1165,37.514416,-104.94185
1169,40.652866,-76.04087
1170,45.96249,-0.94155
1171,34.924553,-107.084755
1172,39.174927,-90.48619
1173,34.555214,-96.04791
1174,40.65963,-86.36182
1177,37.33453,-84.59035
1179,5.7657046,18.882524
1180,36.17038,-86.80238
1181,37.830082,-79.74924
1182,39.582424,-81.351234
1184,35.604267,-88.17395
1186,14.375073,8.432099
1187,38.406105,-85.25565
1188,40.281033,-88.27093
1189,35.862778,-87.48045
1190,-0.8687274,-75.700645
1191,38.995586,-93.76318
1192,39.105988,-87.16197
1193,41.092617,-88.14624
1194,38.592876,-84.8534
1195,37.50927,-85.14687
1196,37.48813,-93.31132
1198,37.85049,-80.54138
1199,22.063404,-79.42188
1200,25.414791,5.7136455
1201,36.93602,-86.97913
1203,38.075123,-89.95269
1205,38.365635,-91.07007
1206,39.940968,-84.912834
1207,38.78129,-77.92906
1209,42.935123,-109.29132
1210,37.656887,-82.67291
1211,1.5960937,15.355792
1212,44.278286,-120.464935
1214,4.3093557,-61.9951
1216,53.980453,18.72679
1218,38.062424,-84.48511
1219,38.05506,-80.023636
1220,35.110966,-90.89987
1221,40.47206,-76.40086
1223,37.401913,-85.83759
1226,44.232235,-110.41199
1229,32.2681,5.1196074
1230,35.78368,-87.92095
1231,42.16361,-105.22849
1232,39.248665,-94.50422
1233,36.92465,-102.2345
1235,37.401527,-83.21066
1236,37.504654,-83.25772
1237,38.572845,-77.52124
1238,39.0439,-85.96864
1239,37.67231,-81.7422
1240,51.48845,-0.9670099
1244,38.893044,-92.04615
1245,37.004246,-100.37751
1246,37.384712,-82.52517
1248,34.49672,-93.52361
1249,37.044224,-89.80443
1250,39.460342,-75.143845
1252,37.248653,-84.310135
1253,40.774143,-86.706894
1254,39.690586,-84.57501
1255,36.21837,-112.62532
1256,38.168526,-78.58482
1257,37.44424,-84.611244
1259,42.722366,-101.59291
1260,39.918427,-75.836205
1261,40.586906,-83.99777
1263,37.21739,-77.6407
1264,35.380623,-89.66637
1268,37.61647,-81.90519
1269,40.318527,-106.7663
1270,38.096806,-80.989655
1271,45.101143,37.741295
1272,37.48845,-82.99789
1273,36.362747,-86.46245
1275,37.950943,-81.57573
1278,27.750683,31.116251
1280,35.97622,-94.9133
1281,36.6631,-83.16609
1283,38.931526,-95.6425
1284,38.941307,-85.88753
1285,37.53879,-82.558846
1289,40.168697,-81.89033
1292,47.084373,-122.1481
1293,35.511112,-89.32757
1294,39.282326,-74.94343
1295,35.951237,-87.911705
1296,33.820026,-102.12103
1297,33.030975,-98.18332
1299,37.94646,-94.52248
1300,39.541782,-92.97686
1301,37.285652,-94.709175
1305,35.5546,-87.6484
1307,37.56964,-81.868164
1308,39.756405,-95.45053
1310,36.29121,-91.628075
1311,39.291466,-94.3144
1312,38.342705,-82.17781
1314,30.848455,-86.67227
1315,41.142166,-80.80111
1317,38.198105,-79.87221
1319,37.572815,-81.4373
1321,36.36953,-88.57978
1322,35.10481,-93.07075
1323,44.092472,-104.32526
1324,39.050552,-101.09117
1327,39.479378,-79.75896
1328,40.839256,-79.13688
1329,37.04579,-84.91354
1330,34.54413,-92.832275
1331,37.094116,-93.964386
1332,35.988796,-86.85037
1333,36.060192,-89.644745
1334,40.96785,-104.54118
1335,33.575764,-86.60821
1336,35.504356,-84.557556
1337,35.641857,-94.12404
1338,39.708477,-88.28275
1340,42.70722,-101.80977
1342,39.964733,-86.99866
1343,38.738552,-79.05953
1346,39.87096,-75.85133
1349,36.720566,-104.10119
1350,35.00812,-88.498726
1351,38.633236,-88.329124
1352,37.736637,-84.05674
1353,35.350235,-107.22453
1354,37.40393,-82.13283
1356,37.284046,-85.41947
1358,43.117893,-104.09924
1359,38.68382,-85.62396
1360,37.561398,-79.87627
1363,36.992813,-92.383766
1364,42.05523,-106.01033
1365,37.300533,-82.95527
1366,36.57058,-83.479996
1367,40.508606,-86.0587
1368,33.385506,-94.78387
1369,37.751232,-81.54066
1370,39.007515,-77.64789
1373,37.42017,-82.93289
1374,44.655075,-111.78021
1376,42.99352,-92.6575
1378,37.39567,-86.22344
1379,35.124435,-103.266464
1380,38.169827,-87.38411
1381,36.29455,-88.48205
1382,35.707134,-91.52798
1384,38.1195,-105.3322
1385,37.217678,-97.83033
1386,33.113472,-99.77444
1387,43.923416,-95.13571
1388,42.602417,-91.25143
1389,35.541695,-91.99407
1390,39.75679,-74.48959
1391,39.290775,-76.25013
1392,34.99381,-91.84781
1394,43.092762,-93.321465
1396,36.050797,-85.77057
1399,34.96615,-98.331985
1400,36.112057,-88.81411
1402,36.848766,-94.08465
1403,36.189228,-92.78299
1404,37.484646,-83.514984
1406,42.39695,-115.46893
1409,49.177567,36.392815
1410,41.326023,-87.95677
1412,40.220737,-117.7588
1413,33.68617,-100.79613
1414,37.11994,-88.84099
1415,39.06715,-89.24079
1416,37.348488,-82.78822
1418,39.158302,-85.453545
1419,36.484245,-78.64926
1420,36.31266,-88.942375
1421,39.384697,-77.79797
1422,35.43151,-88.81426
1423,39.057148,-89.02053
1424,38.789986,-102.06396
1426,14.400411,-2.654391
1427,37.211246,-83.60102
1429,38.82509,-84.91686
1430,36.003986,-87.14892
1434,46.13069,-60.313763
1435,38.544117,-101.81487
1440,36.88805,-88.371826
1442,35.957767,-88.89956
1443,34.974487,-91.14451
1444,39.665085,-86.519615
1445,35.992027,-88.124275
1446,36.09744,-87.31653
1447,38.645706,-97.87474
1451,35.013474,-91.32618
1452,35.245945,-82.810814
1454,35.111588,-90.099266
1455,34.378056,-93.88666
1456,37.45907,-84.335785
1458,39.514202,-91.30192
1459,43.16378,-9.100344
1460,37.108284,-85.37971
1461,48.65303,23.568718
1462,-7.778272,-37.34975
1463,37.511044,-83.66376
1464,39.374454,-90.67323
1465,32.93287,-99.80485
1466,41.41128,0.5955614
1468,38.65611,-85.55107
1470,36.930523,-82.39529
1472,39.59279,-86.45408
1474,39.690292,-109.72321
1476,37.589886,-98.44617
1478,36.401646,-99.150345
1479,41.548534,-112.533195
1482,34.29464,-87.23578
1483,41.376884,-72.376236
1484,45.6316,10.212223
1488,42.61346,-93.61951
1489,39.02324,-91.90213
1490,38.891834,-79.17373
1492,34.98847,0.39866385
1493,40.739693,-77.09463
1494,33.33185,-0.437163
1495,38.140385,-84.935616
